Audiofile,start,end,class
S01_U04.CH4.wav,112.203,112.223,foreground
S01_U04.CH4.wav,112.223,112.282,background
S01_U04.CH4.wav,112.282,112.803,foreground
S01_U04.CH4.wav,112.803,114.532,background
S01_U04.CH4.wav,114.532,114.973,foreground
S01_U04.CH4.wav,114.973,115.922,background
S01_U04.CH4.wav,115.922,118.333,foreground
S01_U04.CH4.wav,118.333,118.613,background
S01_U04.CH4.wav,118.613,119.343,foreground
S01_U04.CH4.wav,119.343,121.203,background
S01_U04.CH4.wav,121.203,124.433,foreground
S01_U04.CH4.wav,124.433,124.683,background
S01_U04.CH4.wav,124.683,124.713,foreground
S01_U04.CH4.wav,124.713,126.282,background
S01_U04.CH4.wav,126.282,126.723,foreground
S01_U04.CH4.wav,126.723,127.293,background
S01_U04.CH4.wav,127.293,127.493,foreground
S01_U04.CH4.wav,127.493,127.523,background
S01_U04.CH4.wav,127.523,127.633,foreground
S01_U04.CH4.wav,127.633,128.212,background
S01_U04.CH4.wav,128.212,130.282,foreground
S01_U04.CH4.wav,130.282,131.123,background
S01_U04.CH4.wav,131.123,136.642,foreground
S01_U04.CH4.wav,136.642,137.042,background
S01_U04.CH4.wav,137.042,140.933,foreground
S01_U04.CH4.wav,140.933,141.412,background
S01_U04.CH4.wav,141.412,144.082,foreground
S01_U04.CH4.wav,144.082,144.202,background
S01_U04.CH4.wav,144.202,145.572,foreground
S01_U04.CH4.wav,145.572,146.562,background
S01_U04.CH4.wav,146.562,147.662,foreground
S01_U04.CH4.wav,147.662,147.992,background
S01_U04.CH4.wav,147.992,148.593,foreground
S01_U04.CH4.wav,148.593,149.242,background
S01_U04.CH4.wav,149.242,150.752,foreground
S01_U04.CH4.wav,150.752,152.472,background
S01_U04.CH4.wav,152.472,152.873,foreground
S01_U04.CH4.wav,152.873,153.242,background
S01_U04.CH4.wav,153.242,153.632,foreground
S01_U04.CH4.wav,153.632,153.762,background
S01_U04.CH4.wav,153.762,154.052,foreground
S01_U04.CH4.wav,154.052,154.093,background
S01_U04.CH4.wav,154.093,154.123,foreground
S01_U04.CH4.wav,154.123,154.463,background
S01_U04.CH4.wav,154.463,154.512,foreground
S01_U04.CH4.wav,154.512,154.542,background
S01_U04.CH4.wav,154.542,154.582,foreground
S01_U04.CH4.wav,154.582,155.843,background
S01_U04.CH4.wav,155.843,155.922,foreground
S01_U04.CH4.wav,155.922,158.482,background
S01_U04.CH4.wav,158.482,159.482,foreground
S01_U04.CH4.wav,159.482,159.922,background
S01_U04.CH4.wav,159.922,160.562,foreground
S01_U04.CH4.wav,160.562,161.052,background
S01_U04.CH4.wav,161.052,162.343,foreground
S01_U04.CH4.wav,162.343,162.392,background
S01_U04.CH4.wav,162.392,162.422,foreground
S01_U04.CH4.wav,162.422,162.772,background
S01_U04.CH4.wav,162.772,164.572,foreground
S01_U04.CH4.wav,164.572,166.602,background
S01_U04.CH4.wav,166.602,166.612,foreground
S01_U04.CH4.wav,166.612,166.642,background
S01_U04.CH4.wav,166.642,166.662,foreground
S01_U04.CH4.wav,166.662,166.722,background
S01_U04.CH4.wav,166.722,168.463,foreground
S01_U04.CH4.wav,168.463,175.702,background
S01_U04.CH4.wav,175.702,177.623,foreground
S01_U04.CH4.wav,177.623,177.653,background
S01_U04.CH4.wav,177.653,177.722,foreground
S01_U04.CH4.wav,177.722,178.992,background
S01_U04.CH4.wav,178.992,180.282,foreground
S01_U04.CH4.wav,180.282,181.322,background
S01_U04.CH4.wav,181.322,182.082,foreground
S01_U04.CH4.wav,182.082,182.722,background
S01_U04.CH4.wav,182.722,185.812,foreground
S01_U04.CH4.wav,185.812,186.102,background
S01_U04.CH4.wav,186.102,187.362,foreground
S01_U04.CH4.wav,187.362,187.972,background
S01_U04.CH4.wav,187.972,188.123,foreground
S01_U04.CH4.wav,188.123,188.322,background
S01_U04.CH4.wav,188.322,188.403,foreground
S01_U04.CH4.wav,188.403,188.802,background
S01_U04.CH4.wav,188.802,189.112,foreground
S01_U04.CH4.wav,189.112,189.172,background
S01_U04.CH4.wav,189.172,189.262,foreground
S01_U04.CH4.wav,189.262,189.292,background
S01_U04.CH4.wav,189.292,189.302,foreground
S01_U04.CH4.wav,189.302,190.782,background
S01_U04.CH4.wav,190.782,191.232,foreground
S01_U04.CH4.wav,191.232,191.672,background
S01_U04.CH4.wav,191.672,193.262,foreground
S01_U04.CH4.wav,193.262,193.942,background
S01_U04.CH4.wav,193.942,194.252,foreground
S01_U04.CH4.wav,194.252,195.162,background
S01_U04.CH4.wav,195.162,195.243,foreground
S01_U04.CH4.wav,195.243,195.272,background
S01_U04.CH4.wav,195.272,195.343,foreground
S01_U04.CH4.wav,195.343,195.472,background
S01_U04.CH4.wav,195.472,196.482,foreground
S01_U04.CH4.wav,196.482,197.202,background
S01_U04.CH4.wav,197.202,200.362,foreground
S01_U04.CH4.wav,200.362,200.482,background
S01_U04.CH4.wav,200.482,200.493,foreground
S01_U04.CH4.wav,200.493,200.512,background
S01_U04.CH4.wav,200.512,202.032,foreground
S01_U04.CH4.wav,202.032,202.623,background
S01_U04.CH4.wav,202.623,203.123,foreground
S01_U04.CH4.wav,203.123,204.093,background
S01_U04.CH4.wav,204.093,204.512,foreground
S01_U04.CH4.wav,204.512,204.832,background
S01_U04.CH4.wav,204.832,205.882,foreground
S01_U04.CH4.wav,205.882,207.042,background
S01_U04.CH4.wav,207.042,207.433,foreground
S01_U04.CH4.wav,207.433,208.162,background
S01_U04.CH4.wav,208.162,208.822,foreground
S01_U04.CH4.wav,208.822,209.272,background
S01_U04.CH4.wav,209.272,209.422,foreground
S01_U04.CH4.wav,209.422,210.512,background
S01_U04.CH4.wav,210.512,211.843,foreground
S01_U04.CH4.wav,211.843,211.922,background
S01_U04.CH4.wav,211.922,212.772,foreground
S01_U04.CH4.wav,212.772,212.862,background
S01_U04.CH4.wav,212.862,213.683,foreground
S01_U04.CH4.wav,213.683,214.072,background
S01_U04.CH4.wav,214.072,214.572,foreground
S01_U04.CH4.wav,214.572,215.042,background
S01_U04.CH4.wav,215.042,220.713,foreground
S01_U04.CH4.wav,220.713,220.922,background
S01_U04.CH4.wav,220.922,220.952,foreground
S01_U04.CH4.wav,220.952,221.252,background
S01_U04.CH4.wav,221.252,222.362,foreground
S01_U04.CH4.wav,222.362,223.183,background
S01_U04.CH4.wav,223.183,224.312,foreground
S01_U04.CH4.wav,224.312,225.302,background
S01_U04.CH4.wav,225.302,225.422,foreground
S01_U04.CH4.wav,225.422,225.632,background
S01_U04.CH4.wav,225.632,226.392,foreground
S01_U04.CH4.wav,226.392,226.843,background
S01_U04.CH4.wav,226.843,227.352,foreground
S01_U04.CH4.wav,227.352,227.392,background
S01_U04.CH4.wav,227.392,227.403,foreground
S01_U04.CH4.wav,227.403,227.452,background
S01_U04.CH4.wav,227.452,227.463,foreground
S01_U04.CH4.wav,227.463,227.612,background
S01_U04.CH4.wav,227.612,234.082,foreground
S01_U04.CH4.wav,234.082,235.282,background
S01_U04.CH4.wav,235.282,239.843,foreground
S01_U04.CH4.wav,239.843,239.933,background
S01_U04.CH4.wav,239.933,243.132,foreground
S01_U04.CH4.wav,243.132,243.213,background
S01_U04.CH4.wav,243.213,246.312,foreground
S01_U04.CH4.wav,246.312,246.602,background
S01_U04.CH4.wav,246.602,249.222,foreground
S01_U04.CH4.wav,249.222,249.282,background
S01_U04.CH4.wav,249.282,249.302,foreground
S01_U04.CH4.wav,249.302,249.312,background
S01_U04.CH4.wav,249.312,249.322,foreground
S01_U04.CH4.wav,249.322,249.343,background
S01_U04.CH4.wav,249.343,251.612,foreground
S01_U04.CH4.wav,251.612,251.832,background
S01_U04.CH4.wav,251.832,260.582,foreground
S01_U04.CH4.wav,260.582,261.183,background
S01_U04.CH4.wav,261.183,261.623,foreground
S01_U04.CH4.wav,261.623,261.673,background
S01_U04.CH4.wav,261.673,263.202,foreground
S01_U04.CH4.wav,263.202,263.392,background
S01_U04.CH4.wav,263.392,264.543,foreground
S01_U04.CH4.wav,264.543,265.062,background
S01_U04.CH4.wav,265.062,265.572,foreground
S01_U04.CH4.wav,265.572,266.142,background
S01_U04.CH4.wav,266.142,270.233,foreground
S01_U04.CH4.wav,270.233,270.382,background
S01_U04.CH4.wav,270.382,270.423,foreground
S01_U04.CH4.wav,270.423,270.433,background
S01_U04.CH4.wav,270.433,270.472,foreground
S01_U04.CH4.wav,270.472,270.512,background
S01_U04.CH4.wav,270.512,282.173,foreground
S01_U04.CH4.wav,282.173,282.652,background
S01_U04.CH4.wav,282.652,287.762,foreground
S01_U04.CH4.wav,287.762,288.152,background
S01_U04.CH4.wav,288.152,292.722,foreground
S01_U04.CH4.wav,292.722,292.863,background
S01_U04.CH4.wav,292.863,293.392,foreground
S01_U04.CH4.wav,293.392,293.433,background
S01_U04.CH4.wav,293.433,293.452,foreground
S01_U04.CH4.wav,293.452,293.592,background
S01_U04.CH4.wav,293.592,293.692,foreground
S01_U04.CH4.wav,293.692,293.722,background
S01_U04.CH4.wav,293.722,296.072,foreground
S01_U04.CH4.wav,296.072,296.293,background
S01_U04.CH4.wav,296.293,300.342,foreground
S01_U04.CH4.wav,300.342,300.572,background
S01_U04.CH4.wav,300.572,301.923,foreground
S01_U04.CH4.wav,301.923,302.062,background
S01_U04.CH4.wav,302.062,302.752,foreground
S01_U04.CH4.wav,302.752,302.772,background
S01_U04.CH4.wav,302.772,302.863,foreground
S01_U04.CH4.wav,302.863,303.853,background
S01_U04.CH4.wav,303.853,310.923,foreground
S01_U04.CH4.wav,310.923,311.032,background
S01_U04.CH4.wav,311.032,313.072,foreground
S01_U04.CH4.wav,313.072,313.163,background
S01_U04.CH4.wav,313.163,313.173,foreground
S01_U04.CH4.wav,313.173,315.502,background
S01_U04.CH4.wav,315.502,318.062,foreground
S01_U04.CH4.wav,318.062,318.623,background
S01_U04.CH4.wav,318.623,318.663,foreground
S01_U04.CH4.wav,318.663,318.702,background
S01_U04.CH4.wav,318.702,318.782,foreground
S01_U04.CH4.wav,318.782,319.233,background
S01_U04.CH4.wav,319.233,320.032,foreground
S01_U04.CH4.wav,320.032,320.293,background
S01_U04.CH4.wav,320.293,321.752,foreground
S01_U04.CH4.wav,321.752,322.462,background
S01_U04.CH4.wav,322.462,329.822,foreground
S01_U04.CH4.wav,329.822,330.173,background
S01_U04.CH4.wav,330.173,332.522,foreground
S01_U04.CH4.wav,332.522,332.692,background
S01_U04.CH4.wav,332.692,335.722,foreground
S01_U04.CH4.wav,335.722,336.113,background
S01_U04.CH4.wav,336.113,337.832,foreground
S01_U04.CH4.wav,337.832,338.212,background
S01_U04.CH4.wav,338.212,343.623,foreground
S01_U04.CH4.wav,343.623,344.103,background
S01_U04.CH4.wav,344.103,347.373,foreground
S01_U04.CH4.wav,347.373,347.733,background
S01_U04.CH4.wav,347.733,347.762,foreground
S01_U04.CH4.wav,347.762,347.793,background
S01_U04.CH4.wav,347.793,352.303,foreground
S01_U04.CH4.wav,352.303,352.722,background
S01_U04.CH4.wav,352.722,361.342,foreground
S01_U04.CH4.wav,361.342,362.472,background
S01_U04.CH4.wav,362.472,363.082,foreground
S01_U04.CH4.wav,363.082,363.132,background
S01_U04.CH4.wav,363.132,363.142,foreground
S01_U04.CH4.wav,363.142,363.733,background
S01_U04.CH4.wav,363.733,363.743,foreground
S01_U04.CH4.wav,363.743,363.853,background
S01_U04.CH4.wav,363.853,363.882,foreground
S01_U04.CH4.wav,363.882,363.902,background
S01_U04.CH4.wav,363.902,363.952,foreground
S01_U04.CH4.wav,363.952,364.373,background
S01_U04.CH4.wav,364.373,372.683,foreground
S01_U04.CH4.wav,372.683,372.952,background
S01_U04.CH4.wav,372.952,378.452,foreground
S01_U04.CH4.wav,378.452,378.863,background
S01_U04.CH4.wav,378.863,379.623,foreground
S01_U04.CH4.wav,379.623,380.233,background
S01_U04.CH4.wav,380.233,381.712,foreground
S01_U04.CH4.wav,381.712,382.113,background
S01_U04.CH4.wav,382.113,383.262,foreground
S01_U04.CH4.wav,383.262,384.272,background
S01_U04.CH4.wav,384.272,384.892,foreground
S01_U04.CH4.wav,384.892,385.663,background
S01_U04.CH4.wav,385.663,386.733,foreground
S01_U04.CH4.wav,386.733,390.983,background
S01_U04.CH4.wav,390.983,394.433,foreground
S01_U04.CH4.wav,394.433,395.282,background
S01_U04.CH4.wav,395.282,399.702,foreground
S01_U04.CH4.wav,399.702,400.123,background
S01_U04.CH4.wav,400.123,401.592,foreground
S01_U04.CH4.wav,401.592,401.723,background
S01_U04.CH4.wav,401.723,402.892,foreground
S01_U04.CH4.wav,402.892,403.413,background
S01_U04.CH4.wav,403.413,403.473,foreground
S01_U04.CH4.wav,403.473,403.522,background
S01_U04.CH4.wav,403.522,405.712,foreground
S01_U04.CH4.wav,405.712,405.853,background
S01_U04.CH4.wav,405.853,407.312,foreground
S01_U04.CH4.wav,407.312,407.863,background
S01_U04.CH4.wav,407.863,408.402,foreground
S01_U04.CH4.wav,408.402,408.413,background
S01_U04.CH4.wav,408.413,408.423,foreground
S01_U04.CH4.wav,408.423,408.952,background
S01_U04.CH4.wav,408.952,409.543,foreground
S01_U04.CH4.wav,409.543,410.202,background
S01_U04.CH4.wav,410.202,412.493,foreground
S01_U04.CH4.wav,412.493,412.632,background
S01_U04.CH4.wav,412.632,417.312,foreground
S01_U04.CH4.wav,417.312,417.332,background
S01_U04.CH4.wav,417.332,417.342,foreground
S01_U04.CH4.wav,417.342,417.473,background
S01_U04.CH4.wav,417.473,417.483,foreground
S01_U04.CH4.wav,417.483,417.493,background
S01_U04.CH4.wav,417.493,418.103,foreground
S01_U04.CH4.wav,418.103,419.413,background
S01_U04.CH4.wav,419.413,419.442,foreground
S01_U04.CH4.wav,419.442,419.543,background
S01_U04.CH4.wav,419.543,419.892,foreground
S01_U04.CH4.wav,419.892,419.952,background
S01_U04.CH4.wav,419.952,420.562,foreground
S01_U04.CH4.wav,420.562,420.572,background
S01_U04.CH4.wav,420.572,420.592,foreground
S01_U04.CH4.wav,420.592,420.613,background
S01_U04.CH4.wav,420.613,421.933,foreground
S01_U04.CH4.wav,421.933,422.572,background
S01_U04.CH4.wav,422.572,424.962,foreground
S01_U04.CH4.wav,424.962,425.123,background
S01_U04.CH4.wav,425.123,425.933,foreground
S01_U04.CH4.wav,425.933,426.322,background
S01_U04.CH4.wav,426.322,427.613,foreground
S01_U04.CH4.wav,427.613,427.632,background
S01_U04.CH4.wav,427.632,427.842,foreground
S01_U04.CH4.wav,427.842,428.012,background
S01_U04.CH4.wav,428.012,431.022,foreground
S01_U04.CH4.wav,431.022,431.462,background
S01_U04.CH4.wav,431.462,431.493,foreground
S01_U04.CH4.wav,431.493,431.512,background
S01_U04.CH4.wav,431.512,431.553,foreground
S01_U04.CH4.wav,431.553,432.113,background
S01_U04.CH4.wav,432.113,440.262,foreground
S01_U04.CH4.wav,440.262,441.473,background
S01_U04.CH4.wav,441.473,447.252,foreground
S01_U04.CH4.wav,447.252,447.382,background
S01_U04.CH4.wav,447.382,448.743,foreground
S01_U04.CH4.wav,448.743,448.933,background
S01_U04.CH4.wav,448.933,459.363,foreground
S01_U04.CH4.wav,459.363,459.373,background
S01_U04.CH4.wav,459.373,459.462,foreground
S01_U04.CH4.wav,459.462,459.772,background
S01_U04.CH4.wav,459.772,466.532,foreground
S01_U04.CH4.wav,466.532,467.322,background
S01_U04.CH4.wav,467.322,471.493,foreground
S01_U04.CH4.wav,471.493,472.183,background
S01_U04.CH4.wav,472.183,481.183,foreground
S01_U04.CH4.wav,481.183,481.592,background
S01_U04.CH4.wav,481.592,482.752,foreground
S01_U04.CH4.wav,482.752,483.233,background
S01_U04.CH4.wav,483.233,490.423,foreground
S01_U04.CH4.wav,490.423,490.782,background
S01_U04.CH4.wav,490.782,494.683,foreground
S01_U04.CH4.wav,494.683,494.803,background
S01_U04.CH4.wav,494.803,496.762,foreground
S01_U04.CH4.wav,496.762,496.783,background
S01_U04.CH4.wav,496.783,496.913,foreground
S01_U04.CH4.wav,496.913,497.002,background
S01_U04.CH4.wav,497.002,497.092,foreground
S01_U04.CH4.wav,497.092,497.173,background
S01_U04.CH4.wav,497.173,497.183,foreground
S01_U04.CH4.wav,497.183,497.202,background
S01_U04.CH4.wav,497.202,500.902,foreground
S01_U04.CH4.wav,500.902,501.202,background
S01_U04.CH4.wav,501.202,512.323,foreground
S01_U04.CH4.wav,512.323,512.583,background
S01_U04.CH4.wav,512.583,514.413,foreground
S01_U04.CH4.wav,514.413,515.053,background
S01_U04.CH4.wav,515.053,516.653,foreground
S01_U04.CH4.wav,516.653,517.243,background
S01_U04.CH4.wav,517.243,517.793,foreground
S01_U04.CH4.wav,517.793,517.853,background
S01_U04.CH4.wav,517.853,518.033,foreground
S01_U04.CH4.wav,518.033,518.473,background
S01_U04.CH4.wav,518.473,525.253,foreground
S01_U04.CH4.wav,525.253,525.273,background
S01_U04.CH4.wav,525.273,530.023,foreground
S01_U04.CH4.wav,530.023,530.343,background
S01_U04.CH4.wav,530.343,530.393,foreground
S01_U04.CH4.wav,530.393,530.493,background
S01_U04.CH4.wav,530.493,531.583,foreground
S01_U04.CH4.wav,531.583,531.723,background
S01_U04.CH4.wav,531.723,531.733,foreground
S01_U04.CH4.wav,531.733,531.743,background
S01_U04.CH4.wav,531.743,533.253,foreground
S01_U04.CH4.wav,533.253,533.303,background
S01_U04.CH4.wav,533.303,533.403,foreground
S01_U04.CH4.wav,533.403,533.613,background
S01_U04.CH4.wav,533.613,534.312,foreground
S01_U04.CH4.wav,534.312,534.333,background
S01_U04.CH4.wav,534.333,534.423,foreground
S01_U04.CH4.wav,534.423,535.543,background
S01_U04.CH4.wav,535.543,535.643,foreground
S01_U04.CH4.wav,535.643,536.223,background
S01_U04.CH4.wav,536.223,536.463,foreground
S01_U04.CH4.wav,536.463,536.513,background
S01_U04.CH4.wav,536.513,536.753,foreground
S01_U04.CH4.wav,536.753,537.243,background
S01_U04.CH4.wav,537.243,539.483,foreground
S01_U04.CH4.wav,539.483,539.503,background
S01_U04.CH4.wav,539.503,539.513,foreground
S01_U04.CH4.wav,539.513,539.603,background
S01_U04.CH4.wav,539.603,540.483,foreground
S01_U04.CH4.wav,540.483,540.533,background
S01_U04.CH4.wav,540.533,540.613,foreground
S01_U04.CH4.wav,540.613,540.673,background
S01_U04.CH4.wav,540.673,544.683,foreground
S01_U04.CH4.wav,544.683,545.373,background
S01_U04.CH4.wav,545.373,545.383,foreground
S01_U04.CH4.wav,545.383,545.483,background
S01_U04.CH4.wav,545.483,545.593,foreground
S01_U04.CH4.wav,545.593,545.653,background
S01_U04.CH4.wav,545.653,545.673,foreground
S01_U04.CH4.wav,545.673,545.713,background
S01_U04.CH4.wav,545.713,548.833,foreground
S01_U04.CH4.wav,548.833,548.963,background
S01_U04.CH4.wav,548.963,549.913,foreground
S01_U04.CH4.wav,549.913,550.873,background
S01_U04.CH4.wav,550.873,553.833,foreground
S01_U04.CH4.wav,553.833,554.813,background
S01_U04.CH4.wav,554.813,554.973,foreground
S01_U04.CH4.wav,554.973,556.503,background
S01_U04.CH4.wav,556.503,556.533,foreground
S01_U04.CH4.wav,556.533,556.573,background
S01_U04.CH4.wav,556.573,556.583,foreground
S01_U04.CH4.wav,556.583,556.913,background
S01_U04.CH4.wav,556.913,556.963,foreground
S01_U04.CH4.wav,556.963,557.073,background
S01_U04.CH4.wav,557.073,557.083,foreground
S01_U04.CH4.wav,557.083,557.363,background
S01_U04.CH4.wav,557.363,558.403,foreground
S01_U04.CH4.wav,558.403,558.413,background
S01_U04.CH4.wav,558.413,558.433,foreground
S01_U04.CH4.wav,558.433,558.443,background
S01_U04.CH4.wav,558.443,559.203,foreground
S01_U04.CH4.wav,559.203,559.213,background
S01_U04.CH4.wav,559.213,559.233,foreground
S01_U04.CH4.wav,559.233,559.453,background
S01_U04.CH4.wav,559.453,561.123,foreground
S01_U04.CH4.wav,561.123,561.253,background
S01_U04.CH4.wav,561.253,561.333,foreground
S01_U04.CH4.wav,561.333,561.803,background
S01_U04.CH4.wav,561.803,564.833,foreground
S01_U04.CH4.wav,564.833,565.353,background
S01_U04.CH4.wav,565.353,565.513,foreground
S01_U04.CH4.wav,565.513,566.033,background
S01_U04.CH4.wav,566.033,567.143,foreground
S01_U04.CH4.wav,567.143,567.563,background
S01_U04.CH4.wav,567.563,568.983,foreground
S01_U04.CH4.wav,568.983,569.373,background
S01_U04.CH4.wav,569.373,570.213,foreground
S01_U04.CH4.wav,570.213,570.453,background
S01_U04.CH4.wav,570.453,571.163,foreground
S01_U04.CH4.wav,571.163,571.213,background
S01_U04.CH4.wav,571.213,571.283,foreground
S01_U04.CH4.wav,571.283,571.293,background
S01_U04.CH4.wav,571.293,572.033,foreground
S01_U04.CH4.wav,572.033,572.163,background
S01_U04.CH4.wav,572.163,572.253,foreground
S01_U04.CH4.wav,572.253,572.263,background
S01_U04.CH4.wav,572.263,576.423,foreground
S01_U04.CH4.wav,576.423,576.673,background
S01_U04.CH4.wav,576.673,577.503,foreground
S01_U04.CH4.wav,577.503,577.863,background
S01_U04.CH4.wav,577.863,586.453,foreground
S01_U04.CH4.wav,586.453,586.673,background
S01_U04.CH4.wav,586.673,597.813,foreground
S01_U04.CH4.wav,597.813,598.273,background
S01_U04.CH4.wav,598.273,600.243,foreground
S01_U04.CH4.wav,600.243,600.733,background
S01_U04.CH4.wav,600.733,604.583,foreground
S01_U04.CH4.wav,604.583,605.123,background
S01_U04.CH4.wav,605.123,613.153,foreground
S01_U04.CH4.wav,613.153,613.403,background
S01_U04.CH4.wav,613.403,619.353,foreground
S01_U04.CH4.wav,619.353,619.683,background
S01_U04.CH4.wav,619.683,631.283,foreground
S01_U04.CH4.wav,631.283,631.293,background
S01_U04.CH4.wav,631.293,631.303,foreground
S01_U04.CH4.wav,631.303,631.353,background
S01_U04.CH4.wav,631.353,631.383,foreground
S01_U04.CH4.wav,631.383,631.403,background
S01_U04.CH4.wav,631.403,635.033,foreground
